GeneID	Control_1	Control_2	Erb1KO_1	Erb1KO_2
SLC2A1	8198	5429	5023	5342
SLC2A10	4389	3866	3809	2918
SLC2A11	876	832	620	420
SLC2A12	5	14	23	10
SLC2A13	238	210	345	267
SLC2A14	1	1	8	1
SLC2A2	0	0	0	0
SLC2A3	3	6	2	5
SLC2A4	11	6	6	12
SLC2A4RG	5959	5237	4539	3884
SLC2A5	0	0	2	0
SLC2A6	121	102	149	85
SLC2A7	0	0	0	0
SLC2A8	608	534	451	368
SLC2A9	0	0	0	0
SLC30A1	1343	1132	1172	965
SLC30A10	0	0	0	0
SLC30A2	0	0	0	0
SLC30A3	213	209	246	192
SLC30A4	47	37	89	41
SLC30A5	5582	4591	6714	5078
SLC30A6	2370	1936	3106	2148
SLC30A7	761	741	1163	1070
SLC30A8	36	34	36	16
SLC30A9	2940	2413	3330	2519
SLC31A1	4195	3469	5361	4053
SLC31A2	246	235	275	188
SLC32A1	0	0	1	0
SLC33A1	3647	3063	3980	3184
SLC34A1	0	1	1	1
SLC34A2	0	0	0	0
SLC34A3	8	9	3	7
SLC35A1	3300	3141	4019	2602
SLC35A2	2889	2534	2579	2068
SLC35A3	1175	858	1585	1061
SLC35A4	4622	4192	4985	3372
SLC35A5	1058	844	1101	841
SLC35B1	8894	8305	6078	5437
SLC35B2	8941	8535	9293	5632
SLC35B3	987	940	1365	948
SLC35B4	1077	857	1255	902
SLC35C1	1697	1636	1305	1049
SLC35C2	3760	3603	3490	2851
SLC35D1	1475	1282	2111	1399
SLC35D2	1218	1085	1337	987
SLC35D3	1	1	10	0
SLC35E1	5706	5043	6010	4348
SLC35E2	331	304	323	209
SLC35E2B	1384	1279	1189	795
SLC35E3	1063	879	1190	816
SLC35E4	249	218	170	121
SLC35F1	8	11	14	5
SLC35F2	939	841	1054	816
SLC35F3	3	4	1	1
SLC35F4	0	0	0	1
SLC35F5	1952	1574	2182	1838
SLC35G1	66	55	73	61
SLC35G3	0	0	0	0
SLC35G5	0	0	2	2
SLC35G6	1	0	0	0
SLC36A1	923	818	1032	659
SLC36A2	0	0	0	0
SLC36A3	0	0	0	0
SLC36A4	79	102	174	99
SLC37A1	2028	1889	2275	1511
SLC37A2	13	13	15	13
SLC37A3	1588	1329	1812	1360
SLC37A4	5120	4561	4659	3397
SLC38A1	27562	24028	34134	22550
SLC38A10	7916	6843	6669	5380
SLC38A11	0	0	1	0
SLC38A2	12787	11853	18313	13147
SLC38A3	166	145	124	90
SLC38A4	1	0	0	0
SLC38A5	2	2	1	0
SLC38A6	289	234	549	397
SLC38A7	1067	1005	1013	710
SLC38A8	0	0	1	0
SLC38A9	385	377	595	370
SLC39A1	7250	6751	7877	5031
SLC39A10	453	343	744	472
SLC39A11	2217	2115	1765	1310
SLC39A12	0	0	0	0
SLC39A13	2459	2321	2149	1874
SLC39A14	6780	5697	6986	5176
SLC39A2	1	0	2	0
SLC39A3	756	683	606	467
SLC39A4	723	597	375	390
SLC39A5	2	4	1	2
SLC39A6	28381	22204	31426	22077
SLC39A7	17503	16099	17805	13087
SLC39A8	2859	2459	3551	2455
SLC39A9	5373	4479	5866	4096
SLC3A1	2	2	1	0
SLC3A2	47188	38409	30057	29695
SLC40A1	0	0	0	0
SLC41A1	5679	5018	6319	3725
SLC41A2	512	513	832	637
SLC41A3	2500	2276	2157	1620
SLC43A1	2206	1885	2132	1891
SLC43A2	918	921	939	584
SLC43A3	21	21	18	13
SLC44A1	7512	6524	8783	6577
SLC44A2	8823	8454	9527	5633
SLC44A3	241	198	221	152
SLC44A4	24	14	11	5
SLC44A5	2	0	1	2
SLC45A1	7	9	5	1
SLC45A2	0	0	2	0
SLC45A3	88	103	91	59
SLC45A4	776	725	662	514
SLC46A1	1787	1659	1707	1327
SLC46A2	0	0	0	0
SLC46A3	759	755	971	715
SLC47A1	240	202	405	225
SLC47A2	0	0	0	0
SLC48A1	1403	1218	1542	1113
SLC4A1	1	0	2	1
SLC4A10	18	7	19	27
SLC4A11	151	152	75	66
SLC4A1AP	1680	1513	2117	1411
SLC4A2	11432	10036	9581	6721
SLC4A3	196	149	168	96
SLC4A4	1	0	0	0
SLC4A5	12	13	17	9
SLC4A7	1689	1380	2142	1526
SLC4A8	1277	1202	1350	671
SLC4A9	4	4	4	5
SLC50A1	8370	7885	7456	4992
SLC5A1	1	0	0	3
SLC5A10	6	1	4	1
SLC5A11	3	5	7	2
SLC5A12	3	1	10	11
SLC5A2	1	1	1	1
SLC5A3	1764	1347	1644	1577
SLC5A4	0	0	0	0
SLC5A5	8	9	18	6
SLC5A6	3292	3404	4351	2461
SLC5A7	0	0	0	0
SLC5A8	0	1	0	0
SLC5A9	0	0	0	0
SLC6A1	0	2	1	2
SLC6A10P	0	0	0	0
SLC6A11	0	0	0	0
SLC6A12	5	3	1	4
SLC6A13	0	0	1	0
SLC6A14	0	0	0	0
SLC6A15	1	3	4	3
SLC6A16	25	17	19	18
SLC6A17	11	15	13	6
SLC6A18	0	0	0	0
SLC6A19	0	1	0	0
SLC6A2	0	0	1	0
SLC6A20	11	18	18	2
SLC6A3	0	0	1	1
SLC6A4	0	0	2	1
SLC6A5	0	0	0	0
SLC6A6	3411	3335	3805	1963
SLC6A7	2	1	0	1
SLC6A8	703	687	747	446
SLC6A9	2092	1817	2289	1878
SLC7A1	11973	10146	13809	9375
SLC7A10	0	1	1	0
SLC7A11	4042	3357	11240	7780
SLC7A13	0	0	0	0
SLC7A14	0	0	1	0
SLC7A2	25956	19908	42811	29088
SLC7A3	0	0	0	0
SLC7A4	1	0	2	0
SLC7A5	107859	84460	81759	72638
SLC7A5P1	25	19	20	12
SLC7A5P2	12	5	10	10
SLC7A6	4719	4225	5817	3574
SLC7A6OS	772	735	882	589
SLC7A7	3	5	15	10
SLC7A8	329	406	519	245
SLC7A9	0	2	0	1
SLC8A1	4	2	12	13
SLC8A2	1	3	3	3
SLC8A3	0	1	1	1
SLC9A1	5809	5750	6767	4644
SLC9A10	0	0	0	0
SLC9A11	0	0	0	0
SLC9A2	2018	1852	2226	1273
SLC9A3	0	0	0	0
SLC9A3R1	18216	16586	19549	12672
SLC9A3R2	4961	4463	3422	2790
SLC9A4	1	0	3	0
SLC9A5	217	220	226	127
SLC9A6	762	639	883	709
SLC9A7	2199	1910	2471	1291
SLC9A7P1	247	206	301	187
SLC9A8	1663	1512	2099	1258
SLC9A9	2	4	2	4
SLC9B1	24	16	13	12
SLC9B2	448	392	716	510
SLCO1A2	0	0	0	0
SLCO1B1	0	0	0	0
SLCO1B3	0	0	0	0
SLCO1B7	0	0	0	0
SLCO1C1	0	0	1	0
SLCO2A1	360	285	364	245
SLCO2B1	7	8	5	4
SLCO3A1	367	356	445	270
SLCO4A1	985	888	833	517
SLCO4C1	384	380	532	371
SLCO5A1	6	0	3	11
SLCO6A1	0	0	0	0
SLED1	0	0	0	0
SLFN11	0	0	0	0
SLFN12	1	0	0	0
SLFN12L	0	0	0	0
SLFN13	0	0	0	0
SLFN14	0	0	0	0
SLFN5	28	28	49	39
SLFNL1	0	4	0	0
SLIRP	1756	1606	1618	1123
SLIT1	321	248	253	171
SLIT2	50	32	51	27
SLIT3	1	1	2	2
SLITRK1	10	4	4	4
SLITRK2	0	1	0	0
SLITRK3	2	3	3	2
SLITRK4	185	159	202	138
SLITRK5	12	17	11	15
SLITRK6	703	601	959	768
SLK	4919	3898	6561	4398
SLMAP	2854	2517	3952	2510
SLMO1	204	211	228	171
SLMO2	4683	3984	6828	7027
SLMO2-ATP5E	0	0	0	0
SLN	0	0	0	0
SLPI	12	8	19	20
SLTM	3454	3077	4803	3068
SLU7	3401	3201	4347	2712
SLURP1	0	0	0	1
SLX1A	0	0	0	0
SLX1A-SULT1A3	0	0	0	0
SLX1B	0	0	0	0
SLX1B-SULT1A4	0	0	0	0
SLX4	794	658	908	528
SMA5	0	0	0	0
SMAD1	920	821	1055	841
SMAD2	2020	1793	2315	1647
SMAD3	2511	2500	2711	1716
SMAD4	152	171	223	146
SMAD5	2590	2106	3501	2814
SMAD5-AS1	2	0	7	0
SMAD6	90	84	55	52
SMAD7	307	332	316	229
SMAD9	32	39	57	36
SMAGP	1600	1356	1832	1232
SMAP1	3601	3020	3697	2961
SMAP2	3825	3245	3767	2194
SMARCA1	463	385	593	415
SMARCA2	6685	5847	8405	4535
SMARCA4	13361	11299	13296	8662
SMARCA5	8773	7414	13692	8567
SMARCAD1	1231	1129	1868	1211
SMARCAL1	1110	961	1001	717
SMARCB1	6528	6081	6645	5070
SMARCC1	10668	8619	11235	7237
SMARCC2	7348	6585	8364	4946
SMARCD1	4986	4684	5826	3871
SMARCD2	27978	25753	26662	18274
SMARCD3	435	428	446	260
SMARCE1	4095	3764	4409	3085
SMC1A	7396	6265	9718	5565
SMC1B	15	11	37	16
SMC2	973	763	1526	763
SMC3	2809	2126	4240	2423
SMC4	4041	3332	10228	5846
SMC5	898	681	1257	820
SMC6	1566	1374	2350	1407
SMCHD1	3513	2739	6128	3948
SMCP	0	0	0	0
SMCR5	0	0	0	0
SMCR7	792	717	549	486
SMCR7L	2133	1788	1945	1410
SMCR8	4285	3595	5170	3216
SMCR9	8	8	3	3
SMEK1	4632	3945	6855	4634
SMEK2	5864	5001	8274	5777
SMEK3P	0	0	2	0
SMG1	8281	7083	11731	7381
SMG5	7564	7008	10143	6459
SMG6	3757	3433	4231	2563
SMG7	10581	9266	12971	8442
SMG8	6238	5600	5973	4105
SMG9	1143	1019	985	772
SMN1	0	0	0	0
SMN2	0	0	0	0
SMNDC1	951	903	999	1018
SMO	1	2	0	1
SMOC1	82	58	41	31
SMOC2	1326	1062	1274	829
SMOX	331	305	252	219
SMPD1	931	907	1077	585
SMPD2	957	984	694	567
SMPD3	578	474	968	613
SMPD4	1076	1042	1114	739
SMPDL3A	556	517	796	560
SMPDL3B	825	921	876	510
SMPX	0	0	0	1
SMR3A	0	0	0	0
SMR3B	0	0	0	0
SMS	1443	1251	1747	1235
SMTN	714	684	882	489
SMTNL1	1	0	0	0
SMTNL2	7	6	6	3
SMU1	2086	1890	2090	1531
SMUG1	1994	1899	1634	1217
SMURF1	1902	1492	1926	1193
SMURF2	4862	4178	5746	3745
SMYD1	1	0	1	0
SMYD2	627	708	721	525
SMYD3	653	569	632	471
SMYD4	1152	965	1250	750
SMYD5	2341	2100	2175	1737
SNAI1	61	70	86	83
SNAI2	11	6	12	7
SNAI3	36	32	16	9
SNAP23	1978	1790	2335	1571
SNAP25	69	66	58	72
SNAP29	2683	2462	3106	2011
SNAP47	1082	907	907	575
SNAP91	2	9	3	8
SNAPC1	393	311	511	376
SNAPC2	611	568	358	326
SNAPC3	1306	1132	1623	1300
SNAPC4	772	639	734	515
SNAPC5	261	257	301	227
SNAPIN	1737	1585	1634	1323
SNAR-A1	0	0	0	0
SNAR-A10	0	0	0	0
SNAR-A11	0	0	0	0
SNAR-A12	0	0	0	0
SNAR-A13	0	0	0	0
SNAR-A14	0	0	0	0
SNAR-A2	0	0	0	0
SNAR-A3	0	0	0	0
SNAR-A4	0	0	0	0
SNAR-A5	0	0	0	0
SNAR-A6	0	0	0	0
SNAR-A7	0	0	0	0
SNAR-A8	0	0	0	0
SNAR-A9	0	0	0	0
SNAR-B1	0	0	0	0
SNAR-B2	0	0	0	0
SNAR-C1	0	0	0	0
SNAR-C2	0	0	0	0
SNAR-C3	0	0	0	0
SNAR-C4	0	0	0	0
SNAR-C5	0	0	0	0
SNAR-D	0	0	0	0
SNAR-E	0	1	0	0
SNAR-F	0	0	0	0
SNAR-G1	0	0	0	0
SNAR-G2	0	0	0	0
SNAR-H	0	0	0	0
SNAR-I	0	0	0	0
SNCA	1	2	2	2
SNCAIP	18	7	13	6
SNCB	9	7	19	10
SNCG	1318	1645	829	467
SND1	17663	15498	12782	9884
SNED1	18	13	11	4
SNF8	4294	4010	4080	3097
SNHG1	5908	4796	3426	3177
SNHG10	304	247	378	246
SNHG11	315	279	253	198
SNHG12	968	831	425	480
SNHG3	3658	3430	3462	2401
SNHG4	109	116	158	96
SNHG5	4400	3770	3168	2715
SNHG6	3422	2991	2073	1916
SNHG7	6846	5928	2558	3004
SNHG8	10872	8561	4315	4587
SNHG9	376	361	237	231
SNIP1	800	634	947	616
SNN	830	707	833	547
SNORA1	3	4	3	5
SNORA10	19	24	18	10
SNORA11	8	6	13	2
SNORA11B	1	2	1	1
SNORA11C	0	0	0	0
SNORA11D	0	0	0	0
SNORA11E	0	0	0	0
SNORA12	10	10	13	15
SNORA13	2	7	4	5
SNORA14A	0	0	1	3
SNORA14B	1	1	3	0
SNORA15	0	0	0	0
SNORA16A	5	5	3	7
SNORA16B	0	1	0	0
SNORA17	0	0	0	0
SNORA18	27	27	18	14
SNORA19	0	0	0	0
SNORA20	1	1	1	0
SNORA21	4	0	2	2
SNORA22	0	1	3	2
SNORA23	1	1	1	0
SNORA24	19	23	21	11
SNORA25	8	8	8	9
SNORA26	8	5	4	1
SNORA27	14	11	20	7
SNORA28	0	0	1	0
SNORA29	1	2	3	0
SNORA2A	0	0	1	0
SNORA2B	4	0	1	4
SNORA3	3	7	8	7
SNORA30	0	3	1	0
SNORA31	22	19	21	20
SNORA32	16	7	13	20
SNORA33	12	18	28	24
SNORA34	1	0	1	0
SNORA35	0	0	0	0
SNORA36A	2	0	3	3
SNORA36B	0	0	0	0
SNORA36C	0	0	0	0
SNORA37	0	0	0	0
SNORA38	1	0	1	0
SNORA38B	1	0	3	1
SNORA39	4	2	2	1
SNORA4	18	12	33	18
SNORA40	15	13	22	7
SNORA41	1	4	3	0
SNORA42	0	1	0	0
SNORA43	0	0	0	0
SNORA44	14	17	30	19
SNORA45	2	5	12	7
SNORA46	1	1	1	1
SNORA47	2	5	3	2
SNORA48	16	9	13	6
SNORA49	0	0	0	0
SNORA50	7	4	2	3
SNORA51	3	1	3	0
SNORA52	7	4	9	8
SNORA53	6	1	8	2
SNORA54	2	0	0	1
SNORA55	0	2	7	2
SNORA56	7	8	6	1
SNORA57	53	43	43	39
SNORA58	2	2	0	0
SNORA59A	0	0	0	0
SNORA59B	0	0	0	0
SNORA5A	7	6	7	3
SNORA5B	0	0	1	0
SNORA5C	10	5	10	4
SNORA6	10	9	12	6
SNORA60	2	5	6	2
SNORA61	23	29	13	17
SNORA62	12	19	29	13
SNORA63	23	21	31	20
SNORA64	48	25	51	29
SNORA65	9	8	14	6
SNORA66	4	3	3	0
SNORA67	51	29	63	32
SNORA68	9	8	17	6
SNORA69	2	2	3	2
SNORA70	110	98	87	86
SNORA70B	0	0	0	0
SNORA70C	0	0	0	0
SNORA70D	0	0	0	0
SNORA70E	0	0	0	0
SNORA70F	1	0	1	0
SNORA70G	0	0	0	0
SNORA71A	5	2	0	1
SNORA71B	5	3	3	0
SNORA71C	3	1	2	2
SNORA71D	1	1	0	0
SNORA72	3	6	8	6
SNORA74A	1	0	0	0
SNORA74B	1	1	1	2
SNORA75	3	0	2	1
SNORA76	79	105	55	53
SNORA77	2	1	0	0
SNORA78	2	2	1	2
SNORA79	0	0	2	0
SNORA7A	0	0	0	0
SNORA7B	0	0	0	0
SNORA8	17	10	7	9
SNORA80	0	1	2	0
SNORA80B	1	1	2	0
SNORA81	4	2	9	2
SNORA84	0	0	2	2
SNORA9	1	8	1	2
SNORD10	12	19	21	10
SNORD100	8	6	7	7
SNORD101	10	2	5	5
SNORD102	4	4	7	7
SNORD103A	0	0	0	0
SNORD103B	0	0	0	0
SNORD104	452	401	374	323
SNORD105	1	0	1	0
SNORD105B	1	0	0	0
SNORD107	0	0	0	0
SNORD108	0	0	0	0
SNORD109A	0	0	0	0
SNORD109B	0	0	0	0
SNORD11	0	0	0	0
SNORD110	8	5	5	1
SNORD111	0	0	0	0
SNORD111B	0	0	0	0
SNORD113-1	0	0	0	0
SNORD113-2	0	0	0	0
SNORD113-4	0	0	0	0
SNORD113-5	0	0	0	0
SNORD113-6	0	0	0	0
SNORD113-7	0	0	0	0
SNORD113-9	0	0	0	0
SNORD114-1	0	0	0	0
SNORD114-10	0	0	0	0
SNORD114-11	0	0	0	0
SNORD114-12	0	0	0	0
SNORD114-13	0	0	0	0
SNORD114-14	0	0	0	0
SNORD114-15	0	0	0	0
SNORD114-16	0	0	0	0
SNORD114-17	0	0	0	0
SNORD114-18	0	0	0	0
SNORD114-19	0	0	0	0
SNORD114-2	0	0	0	0
SNORD114-20	0	0	0	0
SNORD114-21	0	0	0	0
SNORD114-22	0	0	0	0
SNORD114-23	0	0	0	0
SNORD114-24	0	0	0	0
SNORD114-25	0	0	0	0
SNORD114-26	0	0	0	0
SNORD114-27	0	0	0	0
SNORD114-28	0	0	0	0
SNORD114-29	0	0	0	0
SNORD114-3	0	0	0	0
SNORD114-30	0	0	0	0
SNORD114-31	0	0	0	0
SNORD114-4	0	0	0	0
SNORD114-5	0	0	0	0
SNORD114-6	0	0	0	0
SNORD114-7	0	0	0	0
SNORD114-8	0	0	0	0
SNORD114-9	0	0	0	0
SNORD115-1	0	0	0	0
SNORD115-10	0	0	0	0
SNORD115-11	0	0	0	0
SNORD115-12	0	0	0	0
SNORD115-13	0	0	0	0
SNORD115-14	0	0	0	0
SNORD115-15	0	0	0	0
SNORD115-16	0	0	0	0
SNORD115-17	0	0	0	0
SNORD115-18	0	0	0	0
SNORD115-19	0	0	0	0
SNORD115-2	0	0	0	0
SNORD115-20	0	0	0	0
SNORD115-21	0	0	0	0
SNORD115-22	0	0	0	0
SNORD115-23	0	0	0	0
SNORD115-24	0	0	0	0
SNORD115-25	0	0	0	0
SNORD115-26	0	0	0	0
SNORD115-29	0	0	0	0
SNORD115-3	0	0	0	0
SNORD115-30	0	0	0	0
SNORD115-31	0	0	0	0
SNORD115-32	0	0	0	0
SNORD115-33	0	0	0	0
SNORD115-34	0	0	0	0
SNORD115-35	0	0	0	0
SNORD115-36	0	0	0	0
SNORD115-37	0	0	0	0
SNORD115-38	0	0	0	0
SNORD115-39	0	0	0	0
SNORD115-4	0	0	0	0
SNORD115-40	0	0	0	0
SNORD115-41	0	0	0	0
SNORD115-42	0	0	0	0
SNORD115-43	0	0	0	0
SNORD115-44	0	0	0	0
SNORD115-48	0	0	0	0
SNORD115-5	0	0	0	0
SNORD115-6	0	0	0	0
SNORD115-7	0	0	0	0
SNORD115-8	0	0	0	0
SNORD115-9	0	0	0	0
SNORD116-1	0	0	0	0
SNORD116-10	0	0	0	0
SNORD116-11	0	0	0	0
SNORD116-12	0	0	0	0
SNORD116-13	0	0	0	0
SNORD116-14	0	0	0	0
SNORD116-15	0	0	0	0
SNORD116-16	0	0	0	0
SNORD116-17	0	0	0	0
SNORD116-18	0	0	0	0
SNORD116-19	0	0	0	0
SNORD116-2	0	0	0	0
SNORD116-20	0	0	0	0
SNORD116-21	0	0	0	0
SNORD116-22	0	0	0	0
SNORD116-23	0	0	0	0
SNORD116-24	0	0	0	0
SNORD116-25	0	0	0	0
SNORD116-26	0	0	0	0
SNORD116-27	0	0	0	0
SNORD116-28	0	0	0	0
SNORD116-29	0	0	0	0
SNORD116-3	0	0	0	0
SNORD116-4	0	0	0	0
SNORD116-5	0	0	0	0
SNORD116-6	0	0	0	0
SNORD116-7	0	0	0	0
SNORD116-8	0	0	0	0
SNORD116-9	0	0	0	0
SNORD117	2	2	0	2
SNORD119	3	1	2	1
SNORD11B	0	0	0	1
SNORD12	7	2	3	0
SNORD121A	0	0	0	0
SNORD121B	0	0	0	0
SNORD123	0	0	0	0
SNORD124	0	0	0	0
SNORD125	0	0	0	0
SNORD126	0	0	0	0
SNORD127	3	0	0	1
SNORD12B	3	3	6	2
SNORD12C	5	2	1	0
SNORD15A	21	9	3	8
SNORD15B	11	11	9	4
SNORD16	3	6	4	5
SNORD17	34	21	26	17
SNORD18A	0	2	0	0
SNORD18B	2	0	2	0
SNORD18C	8	8	10	9
SNORD19	4	3	4	3
SNORD19B	3	5	8	6
SNORD1A	2	3	0	1
SNORD1B	0	0	1	1
SNORD1C	2	5	2	1
SNORD2	6	9	11	13
SNORD20	0	1	3	0
SNORD21	1	0	0	1
SNORD22	53	31	30	23
SNORD23	8	5	3	3
SNORD24	6	7	5	3
SNORD25	15	19	8	5
SNORD26	11	6	17	5
SNORD27	17	15	12	8
SNORD28	10	9	6	1
SNORD29	8	12	47	19
SNORD30	15	7	11	8
SNORD31	14	31	23	15
SNORD32A	79	74	43	26
SNORD32B	0	0	0	0
SNORD33	5	0	7	2
SNORD34	7	6	9	12
SNORD35A	17	8	17	9
SNORD35B	27	16	22	13
SNORD36A	79	74	83	39
SNORD36B	9	14	8	3
SNORD36C	13	13	13	10
SNORD37	1	2	4	0
SNORD38A	19	28	24	19
SNORD38B	8	1	6	4
SNORD41	0	0	0	0
SNORD42A	2	4	9	2
SNORD42B	3	3	1	2
SNORD43	1	0	1	0
SNORD44	81	81	74	42
SNORD45A	3	5	11	8
SNORD45B	0	2	8	5
SNORD45C	0	0	1	4
SNORD46	2	4	4	3
SNORD47	151	106	172	112
SNORD48	30	31	11	13
SNORD49A	26	19	20	10
SNORD49B	3	5	6	2
SNORD4A	12	8	16	13
SNORD4B	4	5	4	3
SNORD5	5	5	11	3
SNORD50A	3	3	3	6
SNORD50B	8	7	18	12
SNORD51	0	2	3	1
SNORD52	17	26	21	19
SNORD53	0	0	0	0
SNORD54	1	5	4	9
SNORD55	6	5	1	2
SNORD56	1	0	0	0
SNORD56B	0	0	0	0
SNORD57	2	6	7	4
SNORD58A	6	6	2	7
SNORD58B	0	0	0	0
SNORD58C	1	0	0	3
SNORD59A	10	3	9	6
SNORD59B	5	10	12	5
SNORD6	0	2	3	2
SNORD60	34	29	19	33
SNORD61	0	0	0	0
SNORD62A	0	0	0	0
SNORD62B	0	0	0	0
SNORD63	5	2	2	1
SNORD64	0	0	0	0
SNORD65	18	26	11	12
SNORD66	0	0	0	0
SNORD67	3	3	1	0
SNORD68	99	86	68	82
SNORD69	6	0	4	0
SNORD7	2	0	0	1
SNORD70	0	0	0	0
SNORD71	0	0	0	0
SNORD72	0	1	1	0
SNORD73A	12	6	3	4
SNORD74	12	9	24	12
SNORD75	5	4	4	2
SNORD76	137	102	112	79
SNORD77	9	8	14	10
SNORD78	43	27	16	21
SNORD79	79	56	90	55
SNORD8	2	0	0	0
SNORD80	112	88	54	44
SNORD81	89	81	85	65
SNORD82	0	0	1	0
SNORD83A	8	7	14	12
SNORD83B	12	6	17	16
SNORD84	15	10	20	13
SNORD85	0	0	0	0
SNORD86	0	0	0	0
SNORD87	7	8	8	8
SNORD88A	1	1	0	0
SNORD88B	14	12	9	8
SNORD88C	1	3	6	1
SNORD89	15	15	19	14
SNORD9	0	0	1	1
SNORD90	0	0	0	0
SNORD91A	0	0	0	0
SNORD91B	0	0	1	0
SNORD92	0	0	0	0
SNORD93	0	2	2	1
SNORD94	7	3	8	4
SNORD95	40	27	14	5
SNORD96A	17	22	14	18
SNORD96B	0	0	0	0
SNORD97	1	2	0	2
SNORD98	1	1	0	0
SNORD99	10	5	12	4
SNPH	3	3	3	1
SNRK	585	480	729	510
SNRNP200	18431	16108	18409	11143
SNRNP25	1455	1426	1188	936
SNRNP27	1153	1039	1282	1086
SNRNP35	1004	983	980	722
SNRNP40	906	800	997	651
SNRNP48	880	739	1027	746
SNRNP70	2814	2595	3405	2299
SNRPA	2614	2261	2459	1990
SNRPA1	283	278	279	174
SNRPB	6878	6410	6318	4967
SNRPB2	2281	2038	2729	1854
SNRPC	4860	4756	5421	3745
SNRPD1	1440	1245	1830	1190
SNRPD2	6615	6389	5916	4156
SNRPD2P2	0	0	0	0
SNRPD3	5024	4476	5554	3744
SNRPE	968	850	1218	1006
SNRPF	1803	1599	1844	1433
SNRPG	277	248	390	206
SNRPN	1	0	0	0
SNTA1	146	143	63	67
SNTB1	189	185	411	322
SNTB2	2562	2508	3773	2662
SNTG1	0	0	0	0
SNTG2	0	0	1	0
SNTN	16	12	18	9
SNUPN	401	405	416	285
SNURF	0	0	0	0
SNW1	4850	4425	6027	4137
SNX1	5374	4905	5272	3640
SNX10	1651	1278	1890	1753
SNX11	2404	2197	2317	1786
SNX12	975	835	936	617
SNX13	3039	2560	3578	2454
SNX14	5950	5246	7557	4754
SNX15	0	0	0	0
SNX16	503	482	519	437
SNX17	10207	9063	8164	6707
SNX18	1280	1046	1555	1292
SNX19	3585	3317	4615	3105
SNX2	6348	5548	7184	5017
SNX20	0	3	0	0
SNX21	837	742	696	579
SNX22	24	23	23	12
SNX24	1595	1425	2566	1874
SNX25	823	667	942	525
SNX27	3077	2477	3224	2392
SNX29	958	861	990	693
SNX3	5098	4452	5638	4374
SNX30	2108	1688	2432	1786
SNX31	0	0	0	0
SNX32	0	0	1	0
SNX33	1298	1133	1197	744
SNX4	2136	1947	2796	1881
SNX5	4378	3496	3134	2536
SNX6	3947	3367	5225	3643
SNX7	965	863	1124	707
SNX8	2689	2221	2391	2081
SNX9	2498	2373	2881	2110
SOAT1	2214	1740	3301	2154
SOAT2	0	0	0	0
SOBP	84	60	142	85
SOCS1	48	27	53	44
SOCS2	5	9	6	4
SOCS3	585	733	591	369
SOCS4	1140	1002	1788	1286
SOCS5	670	610	869	667
SOCS6	1508	1405	1570	1146
SOCS7	1735	1502	1723	1250
SOD1	11364	10983	11197	8159
SOD2	1984	1609	5570	3505
SOD3	0	1	0	1
SOHLH1	0	0	0	0
SOHLH2	0	0	0	0
SOLH	1665	1134	875	874
SON	14513	12319	17762	10407
SORBS1	71	44	91	53
SORBS2	0	5	5	5
SORBS3	3071	2596	2362	1959
SORCS1	1	1	0	0
SORCS2	3	4	0	2
SORCS3	0	0	0	0
SORD	1045	886	1180	721
SORL1	4091	3437	4739	2613
SORT1	8627	7625	9180	5544
SOS1	2424	2206	3450	2168
SOS2	2148	1822	2792	1768
SOST	0	0	0	0
SOSTDC1	0	0	0	0
SOX1	0	1	0	0
SOX10	0	1	0	0
SOX11	0	0	0	0
SOX12	2426	2109	2057	1519
SOX13	6920	6383	6152	4068
SOX14	0	0	0	0
SOX15	3	3	2	4
SOX17	0	0	0	0
SOX18	59	64	46	51
SOX2	853	618	1065	917
SOX21	0	0	0	0
SOX2OT	1	2	5	6
SOX3	1	1	2	2
SOX30	2	2	5	1
SOX4	3589	3078	4519	3646
SOX5	0	1	1	0
SOX6	1	1	3	1
SOX7	4	13	14	7
SOX8	0	0	0	0
SOX9	552	484	509	449
SP1	8648	7113	10807	6997
SP100	1467	1358	4861	2889
SP110	735	731	3979	2249
SP140	1	1	3	0
SP140L	604	534	1102	582
SP2	2041	1847	2115	1583
SP3	3539	2843	4303	3168
SP4	110	85	149	120
SP5	14	8	15	10
SP6	412	342	420	303
SP7	0	1	1	1
SP8	0	0	0	1
SP9	1	0	0	3
SPA17	244	205	328	224
SPACA1	0	0	0	1
SPACA3	0	0	0	0
SPACA4	0	0	0	0
SPACA5	0	0	0	0
SPACA5B	0	0	0	0
SPACA7	0	0	0	0
SPAG1	958	825	1533	1012
SPAG11A	0	0	0	0
SPAG11B	0	0	0	0
SPAG16	2	0	5	2
SPAG17	3	0	7	3
SPAG4	961	750	234	269
SPAG5	1583	1303	2734	1642
SPAG6	3	4	4	5
SPAG7	3568	3329	3049	2336
SPAG8	9	8	11	7
SPAG9	8199	6658	11794	7520
SPAM1	0	0	0	0
SPANXA1	0	0	0	0
SPANXA2	0	0	0	0
SPANXB1	0	0	0	0
SPANXB2	0	0	0	0
SPANXC	0	0	0	0
SPANXD	0	0	0	0
SPANXE	0	0	0	0
SPANXF1	0	0	0	0
SPANXN1	0	0	0	0
SPANXN2	0	0	0	0
SPANXN3	0	0	0	0
SPANXN4	0	0	0	0
SPANXN5	0	0	0	0
SPARC	26	41	27	23
SPARCL1	4	3	9	2
SPAST	933	777	1383	1151
SPATA12	7	6	6	7
